order_id,customer_id,restaurant_id,order_date,delivery_time,status,total_amount,payment_mode,discount_applied,feedback_rating
512,336,12,2024-09-08 21:28:56,2024-09-08 22:14:56,Delivered,4111.53,UPI,47.31,3.28
513,491,198,2023-09-16 17:21:51,2023-09-16 18:31:51,Pending,1867.17,Credit Card,41.82,2.81
514,495,96,2025-03-04 19:37:20,2025-03-04 21:01:20,Pending,970.97,Credit Card,14.71,1.80
515,385,71,2024-04-15 02:10:07,2024-04-15 03:15:07,Cancelled,536.35,Credit Card,8.50,2.60
516,374,51,2025-03-23 16:50:51,2025-03-23 17:32:51,Delivered,803.36,Credit Card,10.14,2.30
517,140,118,2024-09-11 00:25:21,2024-09-11 01:38:21,Delivered,3689.54,UPI,43.44,0.01
518,460,53,2025-05-13 15:35:52,2025-05-13 16:32:52,Delivered,4722.08,Cash,30.83,4.69
519,400,36,2025-02-02 00:27:09,2025-02-02 01:01:09,Cancelled,4708.99,Credit Card,31.24,3.95
520,470,60,2025-07-03 04:29:25,2025-07-03 05:13:25,Cancelled,856.40,Credit Card,22.17,2.53
521,412,69,2024-04-27 01:37:59,2024-04-27 02:24:59,Delivered,2795.11,Cash,28.49,2.21
522,384,128,2023-08-15 01:04:40,2023-08-15 02:23:40,Pending,675.33,Cash,25.55,1.37
523,226,26,2024-03-19 04:34:36,2024-03-19 05:28:36,Delivered,789.90,Cash,49.42,1.62
524,360,69,2024-08-28 22:18:07,2024-08-28 23:10:07,Cancelled,438.87,Cash,19.71,1.14
525,108,123,2024-10-12 02:56:49,2024-10-12 03:39:49,Pending,3009.44,Cash,23.27,4.38
526,463,43,2025-01-16 01:08:47,2025-01-16 02:37:47,Delivered,1908.01,UPI,7.57,2.37
527,22,124,2025-07-01 07:04:17,2025-07-01 07:44:17,Cancelled,430.85,UPI,28.31,4.54
528,377,155,2025-04-19 21:30:28,2025-04-19 22:31:28,Pending,4408.60,Cash,10.59,4.87
529,293,188,2024-03-16 20:12:19,2024-03-16 20:53:19,Delivered,786.58,Cash,35.38,2.63
530,32,79,2025-03-08 11:51:13,2025-03-08 12:29:13,Pending,1799.28,Cash,26.64,1.77
531,405,75,2024-10-15 14:26:43,2024-10-15 15:23:43,Cancelled,4500.41,Cash,25.55,4.92
532,398,68,2023-07-17 20:30:08,2023-07-17 21:33:08,Pending,2796.50,UPI,33.86,0.35
533,155,121,2025-05-23 19:25:09,2025-05-23 20:18:09,Pending,2702.87,Cash,33.83,2.99
534,364,22,2023-11-07 12:09:26,2023-11-07 13:35:26,Pending,4722.64,Cash,11.33,1.32
535,452,96,2023-10-07 16:14:17,2023-10-07 17:05:17,Cancelled,3267.49,Cash,31.97,2.79
536,48,162,2025-01-11 21:17:37,2025-01-11 22:28:37,Pending,3581.81,UPI,21.89,2.75
537,482,70,2024-06-19 23:27:21,2024-06-20 00:02:21,Pending,1574.77,Credit Card,1.51,0.28
538,100,33,2024-11-11 06:01:00,2024-11-11 06:53:00,Delivered,888.87,Cash,36.41,0.62
539,384,44,2024-06-28 15:32:00,2024-06-28 16:32:00,Delivered,172.24,Credit Card,31.83,2.46
540,94,145,2024-12-31 22:32:05,2024-12-31 23:48:05,Delivered,85.06,Cash,13.17,3.74
541,112,124,2023-10-30 16:42:21,2023-10-30 17:38:21,Delivered,530.35,Cash,36.89,3.25
542,422,192,2024-05-31 09:14:19,2024-05-31 09:49:19,Cancelled,3831.75,Credit Card,27.86,3.70
543,379,9,2024-12-17 04:37:25,2024-12-17 05:24:25,Pending,1115.82,Credit Card,8.56,0.99
544,11,32,2023-12-23 04:05:07,2023-12-23 04:49:07,Cancelled,3122.56,UPI,35.77,4.93
545,266,90,2023-12-09 07:51:16,2023-12-09 08:41:16,Delivered,91.53,Cash,24.58,0.48
546,492,62,2025-01-29 17:18:12,2025-01-29 18:30:12,Delivered,448.08,Cash,10.14,4.71
547,329,163,2024-10-12 20:42:46,2024-10-12 21:49:46,Pending,2805.86,Cash,27.61,4.33
548,12,66,2025-05-12 10:49:18,2025-05-12 12:13:18,Cancelled,238.70,Credit Card,47.59,3.67
549,322,143,2024-06-07 12:43:10,2024-06-07 13:18:10,Cancelled,735.86,UPI,32.23,2.96
550,392,178,2023-11-21 06:56:17,2023-11-21 08:16:17,Pending,1295.92,Cash,47.71,4.55
551,275,138,2024-09-22 16:16:41,2024-09-22 17:18:41,Cancelled,2758.66,Credit Card,5.64,3.18
552,72,126,2024-06-21 19:48:41,2024-06-21 21:08:41,Delivered,3847.35,Credit Card,18.34,2.82
553,441,131,2024-06-21 13:44:25,2024-06-21 14:34:25,Cancelled,2690.58,UPI,21.55,4.97
554,46,157,2023-07-22 18:44:21,2023-07-22 19:17:21,Cancelled,4185.69,Cash,23.64,4.93
555,396,153,2024-02-03 11:10:14,2024-02-03 12:30:14,Pending,3363.27,Credit Card,0.54,1.52
556,447,130,2024-04-30 14:29:25,2024-04-30 15:56:25,Cancelled,2840.84,Credit Card,1.70,2.32
557,171,65,2023-08-01 20:57:51,2023-08-01 21:27:51,Pending,147.69,UPI,45.92,4.32
558,358,72,2023-08-21 14:11:02,2023-08-21 15:07:02,Delivered,912.97,Cash,35.21,4.19
559,485,56,2025-01-20 16:01:36,2025-01-20 16:42:36,Cancelled,4536.06,Cash,36.19,1.14
560,319,18,2023-11-17 19:53:21,2023-11-17 20:40:21,Cancelled,3062.97,UPI,10.13,3.14
561,187,82,2023-12-01 15:23:29,2023-12-01 16:46:29,Delivered,1200.40,Cash,23.62,2.30
562,241,179,2023-12-31 22:54:55,2023-12-31 23:26:55,Delivered,2087.33,UPI,35.67,3.84
563,202,28,2025-03-02 20:31:53,2025-03-02 21:09:53,Delivered,3744.17,Cash,23.76,4.39
564,27,64,2024-04-19 17:35:00,2024-04-19 18:11:00,Pending,3659.51,UPI,30.90,2.77
565,144,60,2025-06-17 11:46:43,2025-06-17 12:56:43,Pending,2269.13,Credit Card,23.76,2.78
566,488,118,2024-12-04 06:07:04,2024-12-04 07:37:04,Cancelled,3983.93,UPI,1.07,3.71
567,197,133,2024-04-21 00:18:58,2024-04-21 01:03:58,Pending,539.49,Credit Card,28.46,1.21
568,106,40,2024-11-03 01:49:00,2024-11-03 02:39:00,Cancelled,4469.30,Credit Card,32.40,0.80
569,278,39,2023-08-13 19:29:35,2023-08-13 20:09:35,Cancelled,1276.63,Cash,44.07,1.37
570,267,70,2025-02-11 12:10:45,2025-02-11 13:37:45,Pending,3313.65,UPI,15.95,1.07
571,115,159,2024-05-21 12:03:02,2024-05-21 13:02:02,Pending,343.07,Cash,22.25,2.50
572,4,166,2024-02-12 00:58:37,2024-02-12 02:23:37,Cancelled,1051.26,Cash,40.73,4.37
573,466,178,2024-05-22 09:59:47,2024-05-22 11:11:47,Pending,4718.63,Cash,33.46,3.97
574,303,72,2023-11-12 04:11:39,2023-11-12 05:32:39,Pending,1515.85,UPI,44.21,0.38
575,176,67,2024-01-24 21:21:51,2024-01-24 22:23:51,Delivered,138.33,Credit Card,33.81,3.58
576,104,104,2023-08-28 15:19:35,2023-08-28 15:49:35,Cancelled,3746.76,UPI,6.91,2.80
577,322,72,2025-03-07 08:29:33,2025-03-07 09:18:33,Cancelled,2956.23,UPI,20.68,2.80
578,207,177,2025-05-20 18:33:12,2025-05-20 19:10:12,Cancelled,135.51,Credit Card,20.48,4.65
579,232,120,2025-03-30 02:21:27,2025-03-30 03:51:27,Delivered,4620.67,Cash,41.40,3.13
580,336,1,2024-01-18 08:35:35,2024-01-18 09:11:35,Delivered,662.60,Cash,11.31,3.20
581,443,187,2023-07-28 09:45:48,2023-07-28 10:40:48,Pending,4921.15,Cash,10.04,4.82
582,396,37,2024-11-01 16:08:14,2024-11-01 17:02:14,Pending,2437.13,Credit Card,35.41,3.19
583,425,189,2025-04-04 09:51:42,2025-04-04 10:39:42,Delivered,440.96,Cash,36.35,1.60
584,459,71,2024-03-18 08:50:38,2024-03-18 10:06:38,Delivered,4900.46,Credit Card,15.98,0.84
585,365,192,2025-03-07 05:48:13,2025-03-07 06:35:13,Delivered,2812.74,Credit Card,18.08,0.31
586,398,187,2025-06-20 05:51:59,2025-06-20 06:34:59,Delivered,1138.11,UPI,38.99,1.83
587,377,94,2024-01-09 01:25:32,2024-01-09 02:31:32,Delivered,3237.39,UPI,10.74,0.84
588,93,91,2025-03-21 20:47:39,2025-03-21 21:45:39,Cancelled,4360.77,Credit Card,26.75,3.32
589,237,158,2024-05-16 12:49:28,2024-05-16 14:01:28,Pending,1060.29,UPI,38.87,0.55
590,100,53,2024-11-05 02:47:08,2024-11-05 03:36:08,Pending,379.32,Credit Card,26.52,2.41
591,451,56,2025-07-10 04:02:22,2025-07-10 04:52:22,Pending,1176.85,Cash,22.80,3.48
592,61,101,2023-09-04 20:57:19,2023-09-04 22:08:19,Cancelled,592.19,Cash,40.72,1.32
593,334,132,2025-05-18 12:05:49,2025-05-18 12:42:49,Cancelled,4000.28,UPI,4.01,2.24
594,157,51,2025-02-09 12:37:48,2025-02-09 13:13:48,Delivered,2346.03,UPI,30.50,2.45
595,59,30,2024-07-14 18:16:54,2024-07-14 19:38:54,Pending,2793.50,Cash,28.26,4.87
596,340,132,2023-09-19 20:29:35,2023-09-19 21:51:35,Delivered,1415.46,UPI,40.19,2.71
597,343,72,2023-11-05 00:11:21,2023-11-05 01:26:21,Pending,3502.52,UPI,9.71,3.96
598,488,118,2024-01-25 01:29:36,2024-01-25 02:14:36,Cancelled,3709.00,Cash,32.60,2.68
599,236,29,2023-07-31 02:55:01,2023-07-31 03:40:01,Cancelled,3420.74,Credit Card,41.24,0.26
600,270,125,2024-11-05 13:36:13,2024-11-05 14:35:13,Cancelled,2649.81,Credit Card,10.79,3.64
601,39,28,2024-05-17 13:31:52,2024-05-17 14:59:52,Cancelled,2655.62,UPI,31.30,0.66
602,227,23,2024-03-24 06:03:26,2024-03-24 06:39:26,Delivered,4703.71,UPI,12.99,2.39
603,410,41,2024-03-15 02:16:30,2024-03-15 03:07:30,Pending,4240.18,Credit Card,31.41,1.07
604,61,28,2025-06-05 10:45:11,2025-06-05 11:27:11,Pending,3881.03,Cash,0.67,2.20
605,42,18,2025-07-04 03:53:48,2025-07-04 05:19:48,Pending,527.24,UPI,33.78,3.72
606,308,174,2023-07-22 23:51:01,2023-07-23 01:20:01,Pending,2810.43,Cash,48.94,4.19
607,199,36,2024-07-14 16:55:53,2024-07-14 17:59:53,Delivered,4779.71,Cash,6.26,4.02
608,398,143,2024-08-12 07:10:51,2024-08-12 08:37:51,Pending,1240.48,Cash,24.06,0.40
609,13,188,2024-03-09 13:16:25,2024-03-09 14:18:25,Delivered,2761.54,Cash,12.11,1.03
610,6,94,2025-05-26 01:42:11,2025-05-26 02:13:11,Pending,3135.77,Cash,11.49,2.13
611,360,190,2023-07-31 10:18:59,2023-07-31 11:10:59,Delivered,3229.94,UPI,0.66,4.42
612,488,108,2025-05-03 17:11:00,2025-05-03 17:46:00,Pending,2126.57,Cash,21.46,4.61
613,322,58,2023-07-21 04:26:36,2023-07-21 05:27:36,Cancelled,3315.40,Credit Card,32.08,1.57
614,124,177,2024-06-02 04:33:17,2024-06-02 06:03:17,Delivered,1622.69,Cash,16.19,0.71
615,178,124,2025-02-23 12:42:14,2025-02-23 13:56:14,Cancelled,2388.71,Credit Card,18.91,3.33
616,295,74,2023-08-24 22:19:15,2023-08-24 23:39:15,Delivered,3585.94,Credit Card,38.42,2.83
617,365,63,2023-09-14 00:49:15,2023-09-14 01:58:15,Cancelled,1863.00,UPI,24.50,2.38
618,209,66,2024-03-30 09:48:29,2024-03-30 10:48:29,Cancelled,844.65,Cash,24.29,3.24
619,416,189,2024-10-18 23:03:07,2024-10-19 00:14:07,Pending,4600.01,Cash,2.95,2.36
620,295,91,2024-12-15 08:37:46,2024-12-15 09:34:46,Pending,931.43,UPI,19.45,3.76
621,138,54,2023-11-10 10:01:06,2023-11-10 11:04:06,Pending,3724.13,Credit Card,0.86,0.09
622,13,6,2024-07-31 08:52:47,2024-07-31 09:25:47,Cancelled,2618.59,UPI,16.11,4.60
623,390,28,2024-12-05 01:12:28,2024-12-05 02:01:28,Pending,1145.51,Credit Card,37.16,4.27
624,466,166,2025-02-21 03:12:18,2025-02-21 04:06:18,Delivered,4687.53,UPI,31.31,2.83
625,229,66,2024-09-24 16:30:17,2024-09-24 17:33:17,Delivered,2050.11,Cash,2.43,2.46
626,135,145,2024-04-16 21:22:52,2024-04-16 22:24:52,Delivered,4284.57,Cash,29.68,0.61
627,172,161,2023-10-19 14:23:09,2023-10-19 15:39:09,Cancelled,1361.83,Credit Card,8.94,4.20
628,374,15,2025-01-29 19:26:07,2025-01-29 20:08:07,Cancelled,2860.24,Cash,39.01,1.57
629,266,191,2023-10-11 06:00:59,2023-10-11 07:29:59,Delivered,956.37,Cash,41.97,1.26
630,156,23,2025-04-28 04:23:04,2025-04-28 05:42:04,Cancelled,4321.89,Credit Card,13.01,0.10
631,72,167,2025-01-22 11:40:51,2025-01-22 12:33:51,Delivered,3028.44,UPI,29.93,3.67
632,477,132,2024-09-28 16:16:29,2024-09-28 17:01:29,Pending,4963.84,Cash,40.24,3.73
633,40,178,2024-09-28 17:36:04,2024-09-28 18:42:04,Cancelled,1151.01,Cash,7.39,3.56
634,240,93,2023-09-09 10:49:00,2023-09-09 11:31:00,Delivered,2173.36,Credit Card,27.69,4.85
635,285,121,2025-01-24 07:34:14,2025-01-24 08:27:14,Delivered,144.63,UPI,18.18,1.16
636,36,166,2024-08-01 05:13:26,2024-08-01 06:26:26,Delivered,4181.06,Credit Card,24.72,0.86
637,362,103,2024-10-31 22:08:32,2024-10-31 23:17:32,Pending,1239.50,Credit Card,17.23,1.67
638,405,123,2023-12-14 00:57:56,2023-12-14 01:45:56,Pending,2544.13,Credit Card,39.13,1.40
639,69,17,2025-01-02 21:04:08,2025-01-02 22:28:08,Pending,3448.35,UPI,5.99,2.57
640,390,37,2024-06-03 02:29:21,2024-06-03 03:43:21,Pending,3495.75,UPI,0.67,3.91
641,358,181,2025-07-11 19:01:57,2025-07-11 19:57:57,Delivered,2889.00,Credit Card,45.68,4.25
642,168,12,2025-03-19 05:14:29,2025-03-19 06:09:29,Pending,1711.35,UPI,8.19,1.36
643,390,156,2025-02-22 20:48:29,2025-02-22 22:09:29,Delivered,3199.39,UPI,1.28,2.82
644,262,128,2025-07-09 19:29:34,2025-07-09 20:35:34,Delivered,3644.80,Credit Card,34.19,2.11
645,235,185,2024-04-22 03:13:44,2024-04-22 04:37:44,Cancelled,3710.06,Credit Card,14.47,3.12
646,402,79,2024-05-02 12:00:46,2024-05-02 12:58:46,Pending,126.76,Credit Card,36.68,1.47
647,210,123,2024-03-04 05:06:43,2024-03-04 06:05:43,Delivered,2429.53,UPI,3.75,1.64
648,425,182,2024-12-14 06:32:07,2024-12-14 07:47:07,Cancelled,1438.85,UPI,40.95,4.56
649,223,63,2023-11-03 14:38:01,2023-11-03 16:05:01,Delivered,1926.21,Cash,4.08,3.62
650,256,15,2025-05-06 23:24:47,2025-05-07 00:44:47,Cancelled,1541.98,Credit Card,11.28,3.62
651,312,82,2025-04-17 19:32:15,2025-04-17 20:02:15,Delivered,3949.49,Credit Card,22.91,3.87
652,280,151,2024-02-23 04:40:10,2024-02-23 05:17:10,Pending,3234.34,UPI,45.20,0.81
653,25,145,2025-05-09 10:07:25,2025-05-09 11:27:25,Pending,1240.50,UPI,22.55,1.75
654,335,117,2023-09-23 19:31:22,2023-09-23 20:07:22,Delivered,1327.79,Cash,39.50,4.26
655,441,25,2023-11-22 23:10:29,2023-11-23 00:12:29,Cancelled,3895.79,Credit Card,36.28,4.03
656,75,80,2023-09-05 09:42:19,2023-09-05 11:03:19,Delivered,2337.50,UPI,37.04,3.45
657,495,80,2025-06-09 21:57:14,2025-06-09 22:27:14,Pending,3227.09,Cash,3.08,4.26
658,493,177,2025-01-02 12:37:42,2025-01-02 13:07:42,Pending,1292.36,UPI,27.34,4.77
659,445,191,2025-04-13 21:32:57,2025-04-13 22:03:57,Pending,3405.09,UPI,9.41,1.74
660,81,23,2024-12-03 14:27:38,2024-12-03 15:03:38,Cancelled,1504.31,Credit Card,12.06,2.80
661,176,21,2025-04-30 19:24:13,2025-04-30 20:47:13,Delivered,3755.19,UPI,30.66,1.01
662,33,59,2024-12-17 11:48:29,2024-12-17 13:07:29,Pending,4559.59,UPI,46.15,4.89
663,180,178,2025-01-26 18:54:11,2025-01-26 19:46:11,Cancelled,1500.22,UPI,4.64,4.26
664,310,75,2023-12-29 08:39:28,2023-12-29 09:35:28,Delivered,3017.38,UPI,43.13,2.31
665,63,50,2024-08-20 01:42:43,2024-08-20 02:58:43,Delivered,3755.12,Cash,28.02,4.71
666,216,74,2025-05-24 17:10:29,2025-05-24 18:20:29,Delivered,110.43,Credit Card,8.43,0.62
667,345,43,2024-05-15 03:58:28,2024-05-15 05:11:28,Cancelled,3403.41,Credit Card,48.56,2.63
668,377,110,2024-02-28 03:51:13,2024-02-28 05:10:13,Pending,4150.01,Credit Card,28.81,2.74
669,470,113,2025-05-25 11:00:23,2025-05-25 12:24:23,Cancelled,4090.24,UPI,40.21,2.46
670,47,36,2024-12-06 05:13:47,2024-12-06 06:30:47,Cancelled,2021.28,Credit Card,11.91,3.58
671,60,174,2025-01-11 10:57:57,2025-01-11 11:30:57,Delivered,3059.48,Cash,29.38,3.47
672,310,150,2025-06-20 08:18:32,2025-06-20 09:15:32,Cancelled,3582.44,Cash,25.58,3.43
673,449,73,2023-10-28 16:35:52,2023-10-28 18:00:52,Pending,3033.45,UPI,36.58,1.93
674,118,19,2024-11-13 05:39:16,2024-11-13 06:56:16,Pending,1124.62,Credit Card,19.88,4.66
675,307,200,2023-11-19 04:30:27,2023-11-19 05:02:27,Cancelled,1468.55,UPI,14.32,0.50
676,454,9,2025-03-26 14:06:05,2025-03-26 15:12:05,Pending,145.84,Credit Card,48.86,2.03
677,385,65,2024-04-06 14:06:40,2024-04-06 14:46:40,Cancelled,282.17,Credit Card,18.35,0.01
678,347,191,2024-06-27 07:47:09,2024-06-27 08:43:09,Delivered,711.05,Cash,31.49,0.22
679,216,160,2023-12-30 00:54:34,2023-12-30 01:48:34,Delivered,26.10,Credit Card,30.74,0.26
680,121,162,2023-08-01 13:23:10,2023-08-01 14:53:10,Pending,2201.35,Cash,7.42,4.09
681,192,29,2024-12-14 20:44:36,2024-12-14 21:53:36,Delivered,2146.07,UPI,34.73,1.46
682,212,112,2025-03-30 04:37:15,2025-03-30 05:11:15,Cancelled,2355.98,Cash,31.55,0.92
683,388,179,2024-07-15 18:48:00,2024-07-15 20:05:00,Delivered,2885.77,Credit Card,6.75,4.20
684,135,109,2024-04-14 19:55:00,2024-04-14 21:23:00,Cancelled,4683.10,UPI,35.12,1.08
685,211,16,2024-03-11 13:20:41,2024-03-11 14:22:41,Pending,899.96,Credit Card,19.66,1.73
686,358,180,2024-03-14 01:34:33,2024-03-14 02:18:33,Cancelled,183.73,UPI,36.82,0.28
687,37,148,2024-06-29 12:42:47,2024-06-29 13:44:47,Cancelled,3522.26,Cash,19.30,4.74
688,365,70,2024-01-22 04:54:58,2024-01-22 06:11:58,Cancelled,1491.41,UPI,43.67,4.76
689,313,109,2023-07-13 21:26:04,2023-07-13 22:34:04,Delivered,3110.82,UPI,19.21,2.97
690,187,141,2024-11-17 23:48:48,2024-11-18 01:00:48,Pending,1078.18,Credit Card,7.05,3.83
691,447,12,2024-05-13 18:12:26,2024-05-13 19:12:26,Cancelled,1460.65,Credit Card,34.21,2.97
692,124,190,2024-03-29 02:15:40,2024-03-29 03:34:40,Cancelled,1352.53,Cash,31.76,1.51
693,387,164,2025-05-26 02:26:33,2025-05-26 03:56:33,Cancelled,1980.26,Credit Card,14.08,4.01
694,306,17,2023-12-02 08:02:39,2023-12-02 09:01:39,Delivered,4514.48,UPI,4.72,2.01
695,251,33,2024-12-05 08:18:31,2024-12-05 09:36:31,Cancelled,2899.14,UPI,4.38,3.49
696,472,178,2024-04-01 18:33:35,2024-04-01 19:19:35,Delivered,3014.02,Credit Card,49.23,4.42
697,12,162,2024-05-30 11:58:58,2024-05-30 13:07:58,Delivered,4074.70,Cash,34.07,3.50
698,178,69,2024-10-06 21:12:24,2024-10-06 22:42:24,Cancelled,1088.95,Cash,37.19,2.48
699,490,152,2024-08-16 08:23:23,2024-08-16 09:19:23,Pending,2445.13,UPI,44.62,2.21
700,358,124,2024-02-07 23:06:38,2024-02-08 00:33:38,Cancelled,2663.18,UPI,2.97,1.23
701,214,158,2024-11-12 22:00:37,2024-11-12 22:40:37,Cancelled,1736.06,Credit Card,10.17,1.35
702,154,103,2023-12-13 01:16:54,2023-12-13 02:38:54,Pending,118.83,Credit Card,3.25,2.74
703,458,136,2025-04-10 19:20:24,2025-04-10 20:03:24,Delivered,4528.76,Credit Card,43.06,1.26
704,123,107,2024-08-07 03:13:53,2024-08-07 04:15:53,Delivered,1167.67,Credit Card,22.51,3.36
705,362,59,2025-05-01 04:58:08,2025-05-01 05:29:08,Pending,867.29,Cash,11.14,1.65
706,436,23,2024-11-05 01:55:12,2024-11-05 02:47:12,Delivered,3105.63,Credit Card,8.22,2.88
707,450,153,2024-11-13 17:51:27,2024-11-13 18:58:27,Cancelled,4271.26,UPI,17.44,2.96
708,218,84,2025-05-03 13:58:03,2025-05-03 15:06:03,Delivered,3560.04,Credit Card,14.26,4.22
709,259,28,2025-06-13 05:39:37,2025-06-13 06:33:37,Cancelled,2426.49,Cash,41.82,0.03
710,497,53,2024-05-16 20:04:31,2024-05-16 20:57:31,Cancelled,4911.48,UPI,36.01,2.87
711,441,29,2025-07-04 12:55:07,2025-07-04 14:07:07,Pending,912.62,Credit Card,1.94,4.84
712,185,48,2025-06-08 13:10:58,2025-06-08 14:13:58,Pending,896.18,Credit Card,5.23,2.06
713,76,170,2025-01-11 05:33:50,2025-01-11 06:15:50,Cancelled,2173.73,UPI,37.13,4.75
714,241,146,2025-04-14 23:58:55,2025-04-15 00:38:55,Cancelled,1199.44,Cash,43.71,2.87
715,15,37,2023-07-23 05:17:28,2023-07-23 06:46:28,Pending,241.37,Cash,35.67,2.06
716,118,154,2024-05-17 13:14:25,2024-05-17 13:47:25,Delivered,646.23,Cash,13.88,4.85
717,113,3,2024-01-12 10:22:06,2024-01-12 10:58:06,Pending,4917.34,Cash,20.51,4.99
718,76,198,2023-08-17 14:34:55,2023-08-17 15:52:55,Delivered,238.30,Cash,47.29,4.75
719,212,131,2023-11-28 19:03:21,2023-11-28 20:25:21,Pending,2049.22,Credit Card,49.92,3.55
720,499,159,2024-07-16 03:02:46,2024-07-16 03:58:46,Delivered,941.55,Cash,19.01,0.84
721,205,178,2025-03-04 21:01:53,2025-03-04 22:05:53,Cancelled,1235.80,UPI,28.87,1.33
722,495,6,2023-09-18 21:36:36,2023-09-18 22:09:36,Pending,3218.84,Credit Card,38.80,0.88
723,413,16,2024-10-02 03:00:37,2024-10-02 03:58:37,Delivered,2152.75,Cash,38.01,3.67
724,16,93,2023-09-23 09:23:44,2023-09-23 10:16:44,Pending,2894.50,Credit Card,40.70,1.88
725,364,124,2023-07-14 14:11:08,2023-07-14 15:26:08,Pending,4534.28,UPI,33.02,0.25
726,192,183,2024-06-18 16:04:06,2024-06-18 16:44:06,Cancelled,606.09,Cash,46.71,4.82
727,464,93,2023-10-03 02:37:13,2023-10-03 03:39:13,Delivered,3509.17,Cash,2.81,0.69
728,193,163,2024-02-04 22:54:08,2024-02-05 00:22:08,Cancelled,1602.52,Credit Card,28.29,0.70
729,251,169,2023-10-27 20:58:37,2023-10-27 21:52:37,Cancelled,1229.02,Credit Card,38.07,0.43
730,422,38,2025-01-26 10:46:47,2025-01-26 12:07:47,Pending,4203.54,UPI,41.24,1.85
731,426,129,2025-01-31 15:04:46,2025-01-31 15:40:46,Cancelled,778.79,Cash,12.56,2.44
732,273,80,2024-08-20 13:47:49,2024-08-20 14:35:49,Cancelled,2115.12,Cash,43.90,3.72
733,217,174,2024-09-30 05:03:11,2024-09-30 05:49:11,Delivered,4564.07,UPI,22.57,4.28
734,33,11,2024-01-05 04:04:30,2024-01-05 05:14:30,Pending,952.88,Credit Card,41.05,0.58
735,403,131,2025-04-30 22:29:48,2025-04-30 23:44:48,Cancelled,1786.52,Credit Card,24.64,0.95
736,401,37,2025-07-02 00:40:21,2025-07-02 01:51:21,Cancelled,976.68,UPI,34.22,4.46
737,486,7,2024-10-18 13:09:51,2024-10-18 13:42:51,Pending,1562.27,Cash,33.25,2.18
738,100,86,2023-08-01 08:06:10,2023-08-01 08:56:10,Pending,4079.73,Credit Card,0.92,4.91
739,80,112,2023-12-11 20:18:52,2023-12-11 21:16:52,Cancelled,2926.53,Cash,38.18,4.78
740,357,64,2024-12-12 21:37:30,2024-12-12 22:37:30,Cancelled,1100.90,Cash,17.10,4.89
741,151,168,2024-01-17 20:34:30,2024-01-17 21:05:30,Cancelled,613.40,Cash,1.85,2.87
742,33,169,2024-06-16 15:47:45,2024-06-16 16:42:45,Cancelled,2915.56,UPI,36.56,1.72
743,89,91,2023-10-29 15:30:39,2023-10-29 16:56:39,Pending,2836.86,Cash,38.62,0.67
744,129,70,2024-11-15 04:44:57,2024-11-15 05:56:57,Cancelled,506.15,Credit Card,43.97,2.55
745,429,56,2024-10-26 09:21:57,2024-10-26 10:28:57,Pending,568.58,UPI,20.62,4.74
746,129,87,2023-08-13 17:41:28,2023-08-13 19:09:28,Pending,1246.10,Credit Card,17.18,3.57
747,377,117,2024-02-27 02:28:11,2024-02-27 03:33:11,Cancelled,3317.48,Credit Card,5.77,4.44
748,151,140,2025-01-10 06:33:52,2025-01-10 07:20:52,Delivered,420.52,Credit Card,34.18,1.46
749,125,186,2024-04-21 07:05:25,2024-04-21 07:44:25,Cancelled,1773.48,Credit Card,24.06,4.99
750,284,172,2025-01-19 17:24:37,2025-01-19 18:17:37,Cancelled,821.82,Credit Card,41.05,0.71
751,497,125,2025-06-01 14:44:17,2025-06-01 16:11:17,Delivered,3697.49,UPI,32.55,2.65
752,161,112,2024-08-13 01:15:29,2024-08-13 01:45:29,Pending,3555.61,Cash,3.12,3.73
753,244,130,2025-01-24 20:19:35,2025-01-24 21:23:35,Cancelled,1321.94,UPI,29.43,2.66
754,11,101,2025-05-13 00:45:09,2025-05-13 01:24:09,Cancelled,799.45,Credit Card,1.73,2.72
755,291,193,2024-06-20 02:49:52,2024-06-20 03:39:52,Pending,1785.91,UPI,34.11,1.21
756,378,57,2025-01-22 09:05:09,2025-01-22 09:52:09,Delivered,466.63,Cash,21.17,1.06
757,28,41,2024-05-20 16:33:44,2024-05-20 17:48:44,Delivered,4389.41,UPI,6.44,3.05
758,23,138,2024-02-22 06:36:35,2024-02-22 08:02:35,Pending,2751.34,UPI,18.49,0.02
759,408,147,2025-03-06 10:21:04,2025-03-06 11:04:04,Cancelled,3185.19,UPI,28.97,0.99
760,158,108,2023-09-08 03:17:51,2023-09-08 04:19:51,Delivered,3673.45,UPI,33.05,1.45
761,92,126,2024-10-08 01:50:52,2024-10-08 03:13:52,Delivered,1713.25,Credit Card,40.06,0.30
762,445,199,2025-07-01 01:07:55,2025-07-01 02:34:55,Delivered,4599.67,Credit Card,36.89,0.53
763,167,36,2025-05-21 09:46:42,2025-05-21 10:53:42,Pending,1521.79,UPI,30.44,2.10
764,107,175,2023-08-14 01:10:05,2023-08-14 02:18:05,Pending,2485.51,Cash,4.84,2.72
765,171,125,2024-10-20 22:01:03,2024-10-20 22:53:03,Delivered,4968.72,Credit Card,36.48,4.88
766,89,83,2024-10-19 01:55:28,2024-10-19 03:19:28,Cancelled,854.73,UPI,22.30,4.78
767,50,77,2024-07-15 19:45:30,2024-07-15 21:09:30,Pending,1385.56,UPI,18.27,0.87
